cp,colonia,municipio
45404,"Basilio Badillo II",Tonalá
45404,"Bosques de Tonala Sección I",Tonalá
45404,"Bosques de Tonala Sección II",Tonalá
45404,"Buenavista I",Tonalá
45404,"Buenavista II",Tonalá
45404,"Comunidad Indígena El Rosario",Tonalá
45404,"Educadores Jaliscienses",Tonalá
45404,"El Rosario",Tonalá
45404,"El Rosarito",Tonalá
45404,Gavilanes,Tonalá
45404,Huerta,Tonalá
45404,"Jardines de Elizabeth",Tonalá
45404,"Jardines Del Rosario",Tonalá
45404,"La Hortaliza",Tonalá
45404,"Leyes de Reforma",Tonalá
45404,"Misión Cantera",Tonalá
45404,Plan,Tonalá
45404,"Plan Pardo",Tonalá
45404,"Plan Rosario",Tonalá
45404,"Puerta del Rosario",Tonalá
45404,"Puesta Del Sol",Tonalá
45404,"Rinconada Del Mezquital",Tonalá
45404,"Rinconada del Rosario",Tonalá
45404,"Valle de La Reyna",Tonalá
45404,"Valle Leones",Tonalá
45405,Ahuacate,Tonalá
45405,Altamira,Tonalá
45405,"Constancio Hernández Alvirde",Tonalá
45405,"La Pila",Tonalá
45405,"Las Torres",Tonalá
45405,"Loma Bonita 1a Sección",Tonalá
45405,"Loma Bonita 2a Sección",Tonalá
45405,"Loma Bonita 3a Sección",Tonalá
45405,"Lomas Del Manantial",Tonalá
45405,"Los Manguitos",Tonalá
45405,Zalatitan,Tonalá
45406,"Arcos de Zalatitan",Tonalá
45406,"Arcos de Zalatitan II",Tonalá
45406,"Arroyo Seco",Tonalá
45406,"Basilio Badillo",Tonalá
45406,Geranios,Tonalá
45406,Girasoles,Tonalá
45406,Jacarandas,Tonalá
45406,"Los Pinos",Tonalá
45406,Paraíso,Tonalá
45406,"Paseo de Tonala",Tonalá
45406,"Pinar de las Palomas",Tonalá
45406,"Pinar de las Palomas I",Tonalá
45406,"Pinar de las Palomas II",Tonalá
45406,"Potrero San Francisco",Tonalá
45406,"Quintas del Paraíso",Tonalá
45406,"Rincón del Paraíso",Tonalá
45406,"Rinconada Paraíso",Tonalá
45406,"Villas Zalatitán",Tonalá
45407,"Alamedas de Zalatitán",Tonalá
45407,"Del Laurel",Tonalá
45407,"El Caracol",Tonalá
45407,"El Molino",Tonalá
45407,"La Arena",Tonalá
45407,"La Cruz",Tonalá
45407,"La Villa",Tonalá
45407,"Lomas de Zalatitan",Tonalá
45407,"Lomas Del Laurel",Tonalá
45407,"Los Camichines",Tonalá
45407,"Los Camichines 2",Tonalá
45407,"Los Camichines 3",Tonalá
45407,"Los Manantiales",Tonalá
45407,"Misión de San Francisco",Tonalá
45408,"Alamedas de San Gaspar",Tonalá
45408,"Arboledas de San Gaspar",Tonalá
45408,Arroyo,Tonalá
45408,"Bajío San Gaspar",Tonalá
45408,"Huertas de San Gaspar",Tonalá
45408,"Huertas del Valle",Tonalá
45408,Jazmín,Tonalá
45408,"La Cañada",Tonalá
45408,"La Mojonera",Tonalá
45408,"La Perseverancia",Tonalá
45408,"La Pila de San Gaspar",Tonalá
45408,"Lomas Gaspar",Tonalá
45408,"López Cotilla",Tonalá
45408,"Poder Popular 3a Sección",Tonalá
45408,"San Gaspar",Tonalá
45408,"San Gaspar de las Flores",Tonalá
45410,"Arboleda Tonala",Tonalá
45410,"Buena Mirada",Tonalá
45410,"Cerrito de La Reyna",Tonalá
45410,Coyula,Tonalá
45410,"Cruz Loma",Tonalá
45410,Duque,Tonalá
45410,"El Panorámico",Tonalá
45410,"El Panorámico 2",Tonalá
45410,"Haciendas de la Reina",Tonalá
45410,"Jardines de La Reyna",Tonalá
45410,Juárez,Tonalá
45410,"Llano Verde",Tonalá
45410,"Los Vizcarra",Tonalá
45410,"Mesa de las Gamboas",Tonalá
45410,"Misión de los Viñedos",Tonalá
45410,"Prados de Coyula Sección I",Tonalá
45410,"Prados de Coyula Sección II",Tonalá
45410,"Prados de la Cruz",Tonalá
45410,"Prados de la Cruz",Tonalá
45410,"Privadas de la Reyna",Tonalá
45410,"Puerta Sol",Tonalá
45410,"Rancho de los Alvarez",Tonalá
45410,"Rancho La Cruz",Tonalá
45410,"Real Cruz",Tonalá
45410,Rinconada,Tonalá
45410,"Rinconada de Coyula",Tonalá
45410,"Rinconada de La Cruz",Tonalá
45410,"Rinconada de San Lorenzo",Tonalá
45410,"San Coyula",Tonalá
45410,"Urbi Quinta Montecarlo",Tonalá
45410,"Urbi Villa del Río",Tonalá
45410,"Valle Verde",Tonalá
45410,Vergel,Tonalá
45410,"Villas Cruz",Tonalá
45412,Colimilla,Tonalá
45412,"El Ahuatan",Tonalá
45412,"Emiliano Zapata",Tonalá
45412,"Francisco Villa",Tonalá
45412,"Gallos Viejos",Tonalá
45412,"Jalisco 1a. Sección",Tonalá
45412,"Jalisco 2a. Sección",Tonalá
45412,"La Noria",Tonalá
45412,"La Presa",Tonalá
45412,"La Resolana",Tonalá
45412,"Lázaro Cárdenas (Barranquitas)",Tonalá
45412,"Loma de San Gaspar",Tonalá
45412,"Los Conejos",Tonalá
45412,"Mirador Oriente",Tonalá
45412,"Nuevo Israel",Tonalá
45413,Colosio,Tonalá
45413,"Lázaro Cárdenas",Tonalá
45413,"Poder Popular 4a Sección",Tonalá
45413,"Poder Popular 5a Sección",Tonalá
45413,"Potrero de San Jose",Tonalá
45413,"Residencias el Prado (Jardines del Prado)",Tonalá
45413,"Surcos Largos",Tonalá
45413,Tulipanes,Tonalá
45414,"El Recodo",Tonalá
45416,"Bosques de Tonala",Tonalá
45417,"Cerro de La Campana",Tonalá
45417,"El Moral",Tonalá
45417,"Hacienda La Loma o El Casco",Tonalá
45417,"Jardines de La Cruz Oriente",Tonalá
45417,"Plan del Guaje",Tonalá
45417,"Rancho La Campana",Tonalá
45418,"Las Cañadas",Tonalá
45419,"Rey Xolotl",Tonalá
45420,"El Bordo",Tonalá
45420,"El Rincón",Tonalá
45420,"La Gigantera",Tonalá
45420,"La Liga",Tonalá
45420,"La Pilita",Tonalá
45420,"La Puerta",Tonalá
45420,"La Severiana",Tonalá
45420,"Los Puestos",Tonalá
45420,"Ojo de Agua",Tonalá
45420,"Poder Popular 2a Sección",Tonalá
45420,Potrerillo,Tonalá
45420,"Residencial Misión de Guadalupe",Tonalá
45420,"Santa Isabel",Tonalá
45420,"Santa Paula",Tonalá
45420,"Santa Rosa",Tonalá
45422,"Colinas Tonalá",Tonalá
45422,"El Arenal",Tonalá
45422,Encinos,Tonalá
45422,"Gallo Colorado",Tonalá
45422,"La Loma",Tonalá
45422,"Lomas de San Miguel",Tonalá
45422,"Los Amiales",Tonalá
45422,"Mismaloya (Pedregal de Santa Martha)",Tonalá
45422,Ocotillo,Tonalá
45422,"Potrero de Jauja",Tonalá
45422,"Rancho Sánchez",Tonalá
45422,"Vistas del Pedregal",Tonalá
45424,Fuerte,Tonalá
45424,"Lomas del Salto",Tonalá
45424,"Pinar Paz",Tonalá
45424,"Puente Viejo",Tonalá
45424,"San Francisco de La Soledad",Tonalá
45425,"La Guadalupana",Tonalá
45425,"Lomas de San Miguel",Tonalá
45425,"Lomas de San Miguel II",Tonalá
45425,"Luis Alonso González",Tonalá
45425,"San Miguel de La Punta",Tonalá
45425,Vasconcelos,Tonalá
45426,"Arroyo de Enmedio",Tonalá
45427,"Agua Blanca",Tonalá
45427,"Ejidal del Sol",Tonalá
45427,"El Jordan",Tonalá
45427,Hipódromo,Tonalá
45427,"Puente Grande",Tonalá
45427,"Real Fresno",Tonalá
45427,Tololotlan,Tonalá
45428,"El Paraíso",Tonalá
45428,"Hacienda Del Real",Tonalá
45428,"Jardines de La Hacienda",Tonalá
45428,"Jardines Mirador",Tonalá
45428,Jauja,Tonalá
45428,"La Calma",Tonalá
45428,"La Esperanza",Tonalá
45428,"La Ladrillera",Tonalá
45428,"La Llave",Tonalá
45428,"Los Pajaritos",Tonalá
45428,"Puerta de Jauja",Tonalá
45429,"El Vado",Tonalá
45429,"Haciendas Tonalá",Tonalá
45429,"Lagunitas Tonallan",Tonalá
45429,"Paseo de la Cañada",Tonalá
45429,"Praderas de Tonallan",Tonalá
45429,"Puerta Sol Autopista",Tonalá
45010,Bellavista,Zapopan
45010,"Chapalita Inn",Zapopan
45010,"Ciudad Granja",Zapopan
45010,"Coto Del Rey",Zapopan
45010,Cumbres,Zapopan
45010,"El Colli 1a Secc",Zapopan
45010,"El Colli 2a Secc",Zapopan
45010,EXITMEX,Zapopan
45010,"Glorias Del Colli",Zapopan
45010,"Jardines de Chapalita",Zapopan
45010,"La Castilla",Zapopan
45010,"Lomas Del Colli",Zapopan
45010,"Rinconada Del Parque",Zapopan
45010,"Vistas Del Pinar",Zapopan
45010,"Volcán Del Colli",Zapopan
45012,Álamos,Zapopan
45012,Ayamonte,Zapopan
45012,"Ciudad Judicial Federal",Zapopan
45012,"Rinconada Del Álamo",Zapopan
45013,"Valentín Gómez Farias",Zapopan
45014,"Villa Panamericana",Zapopan
45015,"Centro de Investigación y de Estudios Avanzados",Zapopan
45016,"Lomas Universidad",Zapopan
45016,"Paseos Universidad",Zapopan
45016,"Villas de Vallarta",Zapopan
45017,"El Bajío",Zapopan
45017,Jocotan,Zapopan
45017,"Puertas Del Tule",Zapopan
45018,"Residencial Del Parque",Zapopan
45018,"Santa Maria Del Pueblito",Zapopan
45019,"Indígena San Juan de Ocotan",Zapopan
45019,"La Magdalena",Zapopan
45019,"La Mojonera",Zapopan
45019,"Las Higuerillas",Zapopan
45019,"Los Jazmines",Zapopan
45019,"Porta Real",Zapopan
45019,"San Juan de Ocotan",Zapopan
45019,"Santillana Parque Residencial",Zapopan
45019,Solares,Zapopan
45019,"Valle Real",Zapopan
45020,"Camichines Vallarta",Zapopan
45020,"Eucalipto Vallarta",Zapopan
45020,"Prados Vallarta",Zapopan
45020,"Real Vallarta",Zapopan
45020,"Vallarta La Patria",Zapopan
45027,"Jardines Vallarta",Zapopan
45027,"Rinconada de los Novelistas",Zapopan
45030,"Atlas Chapalita",Zapopan
45030,"Chapalita de Occidente",Zapopan
45030,"Chapalita las Fuentes",Zapopan
45030,"Guadalupe Jardín",Zapopan
45030,"Jardines de Guadalupe",Zapopan
45030,"La Estancia",Zapopan
45030,"Nuestra Señora de Guadalupe",Zapopan
45030,"Plaza Guadalupe",Zapopan
45030,"Plaza Guadalupe 2a Sección",Zapopan
45030,"Prados de Guadalupe",Zapopan
45030,"Rinconada Guadalupe",Zapopan
45034,"Jardines Tepeyac",Zapopan
45035,"El Borrego",Zapopan
45036,"Ciudad Tepeyac",Zapopan
45036,"Colli Sitio",Zapopan
45036,"Guadalupe Sur",Zapopan
45036,"Haciendas Guadalupe",Zapopan
45036,"Nueva Galicia",Zapopan
45036,"Nueva Galicia 2da Sección",Zapopan
45036,"Plaza Guadalupe",Zapopan
45037,"Arcos de Guadalupe",Zapopan
45037,"Coto Residencial 2000",Zapopan
45037,"Guadalupe Inn",Zapopan
45037,"Parques Guadalupe",Zapopan
45038,"Lomas de Guadalupe",Zapopan
45038,"Lomas Del Seminario",Zapopan
45039,"Residencial Cordilleras",Zapopan
45040,"Camino Real",Zapopan
45040,"Chapalita Oriente",Zapopan
45040,"Chapalita Sur",Zapopan
45040,"Ciudad de los Niños",Zapopan
45040,"Jardines de San Ignacio",Zapopan
45040,"Las Flores",Zapopan
45047,Guadalupe,Zapopan
45047,"Rinconada Del Valle",Zapopan
45047,"Tepeyac Casino",Zapopan
45049,"Don Bosco Vallarta",Zapopan
45049,"Vallarta Cuauhtémoc",Zapopan
45050,"Ciudad Del Sol",Zapopan
45050,"El Zapote",Zapopan
45050,"Jardines Del Sol",Zapopan
45050,"Prados Tepeyac",Zapopan
45053,"Hacienda Del Tepeyac",Zapopan
45053,"Parques Del Tepeyac",Zapopan
45054,"Mirador Del Sol",Zapopan
45055,"Plaza Del Sol",Zapopan
45055,"Rinconada Del Sol",Zapopan
45056,"Colli C.T.M.",Zapopan
45057,"El Colli INFONAVIT",Zapopan
45057,"El Colli Primavera",Zapopan
45058,"Nueva Primavera",Zapopan
45058,"Primavera Norte",Zapopan
45058,"Rinconada Santa Catalina",Zapopan
45058,"Santa Catalina",Zapopan
45058,"Villa Puerta Del Sol",Zapopan
45058,"Villas Del Tepeyac",Zapopan
45059,"Moctezuma Poniente",Zapopan
45059,"Residencial Moctezuma",Zapopan
45060,Miramar,Zapopan
45065,"Carlos Rivera",Zapopan
45065,"Jardines Tapatíos",Zapopan
45065,"Lomas de La Primavera",Zapopan
45066,"Arenales Tapatíos",Zapopan
45066,Arrayanes,Zapopan
45066,Citala,Zapopan
45066,"Colinas de La Primavera",Zapopan
45066,"El Fortín",Zapopan
45066,"El Tizate",Zapopan
45066,"Forét Residencial",Zapopan
45066,"Jardines de La Primavera",Zapopan
45066,"La Granja",Zapopan
45066,"Misión La Floresta",Zapopan
45066,"Natura Bosque Residencial",Zapopan
45066,Oyamel,Zapopan
45066,"Puerta del Bosque",Zapopan
45066,"Residencial La Peña",Zapopan
45066,"Valle de San Nicolás",Zapopan
45066,"Villas de la Primavera",Zapopan
45066,"Villas Mariano Otero",Zapopan
45067,"Mariano Otero",Zapopan
45068,"12 de Diciembre",Zapopan
45068,"Balcones Del Sol",Zapopan
45068,"La Floresta Del Colli",Zapopan
45068,"Lomas de Miramar",Zapopan
45069,"Paraísos Del Colli",Zapopan
45069,"Parque Industrial El Colli",Zapopan
45070,"Arboledas 1a Secc",Zapopan
45070,"Arboledas 2a Secc",Zapopan
45070,"El Colli Ejidal",Zapopan
45070,"El Colli Urbano 1a. Sección",Zapopan
45070,"El Colli Urbano 2a. sección",Zapopan
45070,"La Calma",Zapopan
45070,"Las Fuentes",Zapopan
45076,"Unidad Cadete Francisco Márquez",Zapopan
45077,"Las Pirámides",Zapopan
45078,Periodistas,Zapopan
45079,"Hacienda San Antonio del Valle",Zapopan
45079,"Las Alamedas",Zapopan
45079,"Paseos del Sol",Zapopan
45079,"Rinconada Del Sol Por Zona Arqueológica Ixtepec",Zapopan
45080,"Colinas de Las Águilas",Zapopan
45080,"La Calma 2a Secc",Zapopan
45080,"Las Águilas",Zapopan
45080,"Pinar de La Calma",Zapopan
45080,"Rinconada de La Calma",Zapopan
45080,"Sierra de Tapalpa",Zapopan
45080,"Unidad Díaz Ordaz",Zapopan
45085,"Loma Bonita Ejidal",Zapopan
45086,"Loma Bonita",Zapopan
45086,"Loma Bonita Sur",Zapopan
45087,Navío,Zapopan
45087,"Rinconada La Joya",Zapopan
45088,"La Giralda",Zapopan
45088,"Residencial Loma Bonita",Zapopan
45089,"Jardines Villas del Bosque",Zapopan
45089,"Residencial Victoria",Zapopan
45100,"La Villa",Zapopan
45100,"Zapopan Centro",Zapopan
45110,"Colinas de San Javier",Zapopan
45110,"Colomos Patria",Zapopan
45110,Jacarandas,Zapopan
45110,"Jardines de La Patria",Zapopan
45110,"Jardines Universidad",Zapopan
45110,"Real San Bernardo",Zapopan
45110,"San Bernardo",Zapopan
45110,"San Wenceslao",Zapopan
45110,"Santa Isabel",Zapopan
45110,"Vallarta Universidad",Zapopan
45110,"Villa Universitaria",Zapopan
45110,"Virreyes Residencial",Zapopan
45116,Pontevedra,Zapopan
45116,"Puerta de Hierro",Zapopan
45116,"Puerta Del Roble",Zapopan
45116,"Puerta Plata",Zapopan
45116,"Royal Country",Zapopan
45117,"Callejón del Parque",Zapopan
45117,"El Rincón",Zapopan
45117,"La Laja",Zapopan
45117,"Parque de La Castellana",Zapopan
45117,"Parque Regency",Zapopan
45117,"Puerta del Sol",Zapopan
45118,"Atlas Colomos",Zapopan
45118,"El Prado",Zapopan
45118,Guadalajarita,Zapopan
45118,"Lomas de las Palmas",Zapopan
45118,"Lomas Del Bosque",Zapopan
45118,Zotogrande,Zapopan
45119,"La Patria Universidad",Zapopan
45120,"Hacienda de Las Lomas",Zapopan
45120,"Juan Manuel Vallarta",Zapopan
45120,"Los Pinos",Zapopan
45120,"Rinconada Santa Rita",Zapopan
45120,"Unidad México",Zapopan
45120,Vigusa,Zapopan
45120,"Villas de San Javier",Zapopan
45128,"La Favorita",Zapopan
45128,"Lomas Altas",Zapopan
45129,"Loma Real",Zapopan
45129,"Lomas Del Valle",Zapopan
45129,"Los Palomos",Zapopan
45130,Altagracia,Zapopan
45130,"Arcos de Zapopan 1a. Sección",Zapopan
45130,"Arcos de Zapopan 2a. Sección",Zapopan
45130,"Bosque Valdepeñas",Zapopan
45130,"Bosques de Zapopan",Zapopan
45130,"Cañadas de San Lorenzo",Zapopan
45130,"Casa Grande",Zapopan
45130,"Colinas Del Rey",Zapopan
45130,"Francisco Villa",Zapopan
45130,"Hacienda del Sol",Zapopan
45130,"Lomas de San Isidro",Zapopan
45130,"Lomas de Zapopan",Zapopan
45130,"Magisterial Mirador de San Isidro",Zapopan
45130,"Punta Valdepeñas 1",Zapopan
45130,"Punta Valdepeñas 2",Zapopan
45130,"Real de Valdepeñas",Zapopan
45130,"Real Del Bosque",Zapopan
45130,"Real del Camichin",Zapopan
45130,"Rinconadas de las Palmas",Zapopan
45130,"San Francisco",Zapopan
45130,"Villas de Torremolinos",Zapopan
45130,"Villas de Zapopan",Zapopan
45130,"Zapopan Industrial Norte",Zapopan
45133,"Altavista Residencial",Zapopan
45133,"Bosques de la Primavera",Zapopan
45133,"Bosques de San Isidro",Zapopan
45133,"El Centinela",Zapopan
45133,"Haciendas Del Valle",Zapopan
45133,"Haciendas Del Valle 2a Sección",Zapopan
45133,"Mirador de La Cañada",Zapopan
45133,"Mirador de San Isidro",Zapopan
45133,"Mirador de San Isidro 3a Sección",Zapopan
45133,"Misión de San Isidro",Zapopan
45133,"Misión Del Bosque",Zapopan
45133,"Rinconada del Mirador",Zapopan
45133,"Valle de San Isidro",Zapopan
45133,"Villas Del Mirador",Zapopan
45134,"Agraria Río Blanco",Zapopan
45134,"Bosque de Los Encinos",Zapopan
45134,"Bosques de San Gonzalo",Zapopan
45134,"Campestre Los Robles",Zapopan
45134,"Campo Real",Zapopan
45134,"Colina de los Robles",Zapopan
45134,"Coto Miraflores",Zapopan
45134,"El Tigre",Zapopan
45134,"El Tigre 2",Zapopan
45134,"El Zapote",Zapopan
45134,"Jardines de San Gonzalo",Zapopan
45134,"La Cima",Zapopan
45134,"La Moraleja",Zapopan
45134,"Lomas de San Gonzalo",Zapopan
45134,"Los Alamitos",Zapopan
45134,"Los Robles",Zapopan
45134,"Marcelino Garcia Barragán",Zapopan
45134,"Placita del Sol",Zapopan
45134,"Real Cantabria",Zapopan
45134,"Rio Blanco",Zapopan
45134,"Valle Imperial",Zapopan
45134,"Valles de Nuevo México (La Periquera)",Zapopan
45134,"Vicente Guerrero",Zapopan
45134,"Villas Del Valle",Zapopan
45134,"Villas La Loma",Zapopan
45135,"Colinas Del Centinela",Zapopan
45135,"Los Almendros",Zapopan
45135,"Parques Del Centinela",Zapopan
45135,"Residencial San Isidro",Zapopan
45135,"San Isidro",Zapopan
45136,"Jardín Real",Zapopan
45136,"La Mora",Zapopan
45136,"Las Lomas Club Golf",Zapopan
45136,"Los Girasoles",Zapopan
45136,"Parque Real",Zapopan
45136,"Puerta del Valle",Zapopan
45136,"Puerta Real",Zapopan
45136,"Residencial Poniente",Zapopan
45136,"Rinconadas del Valle",Zapopan
45138,"Colegio Del Aire",Zapopan
45138,"El Fresno",Zapopan
45138,"El Olivo Coto Residencial",Zapopan
45138,"El Triángulo",Zapopan
45138,"Esencia Residencial",Zapopan
45138,"Ex Hacienda de La Mora",Zapopan
45138,"Flores del Valle",Zapopan
45138,"Girasoles Acueducto",Zapopan
45138,"Girasoles Elite",Zapopan
45138,"Héroes Nacionales",Zapopan
45138,"Hogares de Nuevo México",Zapopan
45138,"Jardines de Nuevo México",Zapopan
45138,"Jardines de San Antonio",Zapopan
45138,"Jardines de Santa Margarita",Zapopan
45138,"Jardines Del Valle",Zapopan
45138,"Juan Manuel Ruvalcaba",Zapopan
45138,"La Casita",Zapopan
45138,"La Noria Residencial",Zapopan
45138,"La Tuzania",Zapopan
45138,"Las Bóvedas",Zapopan
45138,"Los Mandarinos",Zapopan
45138,"Luis Donaldo Colosio",Zapopan
45138,"Militar Zapopan",Zapopan
45138,"Misión Del Valle",Zapopan
45138,"Misión Del Valle 2",Zapopan
45138,"Misión Jardines",Zapopan
45138,"Nuevo México",Zapopan
45138,"Parques de Zapopan",Zapopan
45138,"Praderas de San Antonio",Zapopan
45138,"Real Del Parque",Zapopan
45138,"Residencial Militar",Zapopan
45138,"Residencial Santa Fe",Zapopan
45138,"Rinconada de Los Fresnos",Zapopan
45138,"Rinconada del Aire",Zapopan
45138,"Rinconadas de Zapopan",Zapopan
45138,"Santa Margarita Residencial",Zapopan
45138,"Valle Esmeralda",Zapopan
45138,"Villas de Nuevo México",Zapopan
45138,"Viveros del Valle",Zapopan
45140,"El Vigía",Zapopan
45140,"La Loma",Zapopan
45140,"Residencial los Frailes",Zapopan
45140,"San Francisco",Zapopan
45140,"San José del Bajío",Zapopan
45140,"Santa Margarita",Zapopan
45140,U.A.G.,Zapopan
45140,"Unidad Abastos Belenes",Zapopan
45145,"Belenes Norte",Zapopan
45146,"Unidad República",Zapopan
45147,"San Isidro Ejidal",Zapopan
45148,"La Arboleda",Zapopan
45149,"Unidad FOVISSSTE",Zapopan
45150,"Belenes U de G",Zapopan
45150,"Ecológica Seattle",Zapopan
45150,"El Capullo",Zapopan
45150,"La Hoja Verde",Zapopan
45150,"Los Maestros",Zapopan
45150,"San Miguel de La Cañada",Zapopan
45150,Seattle,Zapopan
45150,Tepeyac,Zapopan
45157,"Conjunto Habitacional Laureles",Zapopan
45157,"El Paraíso",Zapopan
45157,"Industrial los Belenes",Zapopan
45157,"Los Paraísos",Zapopan
45157,"Rinconada Lopez Cotilla",Zapopan
45157,"Villa de los Belenes",Zapopan
45158,"Aves del Paraíso",Zapopan
45158,"Conjunto Zapopan",Zapopan
45158,"Los Abetos",Zapopan
45158,"Los Laureles",Zapopan
45158,"Prados de San Ignacio",Zapopan
45158,"Rinconada de las Azaleas",Zapopan
45158,"San Gilberto",Zapopan
45159,"La Aurora",Zapopan
45160,Agraria,Zapopan
45160,Altamira,Zapopan
45160,Jacarandas,Zapopan
45160,Patria,Zapopan
45160,"Patria Raquet",Zapopan
45160,"Patria Zoquipan",Zapopan
45160,"Plaza Patria",Zapopan
45160,"Residencial Patria",Zapopan
45160,"San Miguel de La Colina",Zapopan
45160,"Villa San Jorge",Zapopan
45160,"Villas del Bosque",Zapopan
45167,"Loma Blanca",Zapopan
45168,"Santa Fe",Zapopan
45169,Lindavista,Zapopan
45169,"Villa Coral",Zapopan
45169,"Villa Magna",Zapopan
45169,"Villa Palmas",Zapopan
45170,"Colinas de Atemajac",Zapopan
45170,"Conjunto Seattle",Zapopan
45170,"Ejido de Zoquiapan",Zapopan
45170,GVSA,Zapopan
45170,Zoquipan,Zapopan
45176,"Lomas del Camino",Zapopan
45176,"Unidad Patria",Zapopan
45177,"Lagos del Country",Zapopan
45178,"Lomas de Atemajac",Zapopan
45179,"Santa Paula",Zapopan
45180,"27 de Septiembre",Zapopan
45180,"Bosque Escondido",Zapopan
45180,"Colinas de los Belenes",Zapopan
45180,Constitución,Zapopan
45180,"CUCEA Universidad de Guadalajara",Zapopan
45180,"Del Federalismo",Zapopan
45180,"División del Norte",Zapopan
45180,"Hacienda San Joaquín",Zapopan
45180,"Hogar de Atemajac",Zapopan
45180,"Jardines de la Cantera",Zapopan
45180,"Jardines de La Esperanza",Zapopan
45180,"Jardines Del Auditorio",Zapopan
45180,"Jardines del Porvenir",Zapopan
45180,"Jardines Del Vergel",Zapopan
45180,"Jardines Seattle Unidad",Zapopan
45180,"José López Portillo",Zapopan
45180,"La Grana",Zapopan
45180,"La Huerta",Zapopan
45180,"La Joya",Zapopan
45180,"La Palmita",Zapopan
45180,"Las Cabañitas",Zapopan
45180,"Las Fuentes",Zapopan
45180,"Los Cerritos",Zapopan
45180,"Nuevo Vergel",Zapopan
45180,"Parques del Auditorio",Zapopan
45180,"Pedro Moreno",Zapopan
45180,"Quinta Del Federalismo",Zapopan
45180,"Rinconada Auditorio",Zapopan
45180,"Rinconada San Isidro",Zapopan
45180,"Santa Engracia",Zapopan
45180,"Unidad Auditorio 1a. Secc.",Zapopan
45180,"Unidad Auditorio 2a Secc",Zapopan
45180,"Venustiano Carranza",Zapopan
45180,"Villas Del Marques",Zapopan
45184,Constituyentes,Zapopan
45184,"Hermenegildo Galeana",Zapopan
45185,"Alamedas de Tesistán",Zapopan
45185,"Colinas de Tabachines",Zapopan
45185,"Emiliano Zapata",Zapopan
45185,"La Martinica",Zapopan
45185,"Lomas de Tabachines",Zapopan
45186,"Agua Fría",Zapopan
45186,"Arroyo Hondo",Zapopan
45186,"Arroyo Hondo 2a Secc",Zapopan
45186,"Balcones de La Cantera",Zapopan
45186,"Lomas Del Refugio",Zapopan
45186,"Miguel Hidalgo",Zapopan
45186,"Nueva España",Zapopan
45187,"Bosques Del Centinela I",Zapopan
45187,"Bosques Del Centinela II",Zapopan
45187,"Bosques del Centinela III",Zapopan
45187,"El Bosque",Zapopan
45187,"Lomas Del Centinela",Zapopan
45187,"Quintas del Bosque",Zapopan
45187,"Rinconada de Los Sauces",Zapopan
45187,"Villas Del Centinela",Zapopan
45187,"Vistas Del Centinela",Zapopan
45188,"Jardines de Tabachines",Zapopan
45188,"Lomas Del Vergel",Zapopan
45188,"Residencial Tabachines",Zapopan
45188,"Rinconada de los Belenes",Zapopan
45188,"Rinconadas Tabachines",Zapopan
45188,"San Nicolás de los Belenes",Zapopan
45188,Tabachines,Zapopan
45189,"Coronilla Del Ocote",Zapopan
45189,"Crucero de La Mesa",Zapopan
45189,"La Coronilla",Zapopan
45189,"La Higuera",Zapopan
45189,"Mesa Colorada Oriente",Zapopan
45189,"Mesa Colorada Poniente",Zapopan
45189,"Mesa de los Ocotes",Zapopan
45189,"Mirador Escondido",Zapopan
45189,"Pedregal Zapopan",Zapopan
45189,"Villas de Guadalupe",Zapopan
45189,"Vista Hermosa",Zapopan
45190,"Atemajac Del Valle",Zapopan
45190,"Azaleas Del Valle",Zapopan
45190,"Conjunto Ritz",Zapopan
45190,"El Batan",Zapopan
45190,"El Carrizal",Zapopan
45190,"Gonzalez Ortega",Zapopan
45190,Hogares,Zapopan
45190,"Indígena de Mezquitan",Zapopan
45190,"Jardines de los Belenes",Zapopan
45190,"Las Palomas",Zapopan
45190,"Lomas Del Batan",Zapopan
45190,"Los Canteros",Zapopan
45190,"Victor Hugo",Zapopan
45190,"Villa Atemajac",Zapopan
45190,"Villas Alcalde",Zapopan
45198,"La Experiencia",Zapopan
45198,"Molino Del Salvador",Zapopan
45199,"Benito Juárez",Zapopan
45199,"Benito Juárez Norte",Zapopan
45200,"Al Viento Residencial I",Zapopan
45200,"Altus Quintas",Zapopan
45200,"Ampliación Santa Lucía",Zapopan
45200,"Callejón del Bosque",Zapopan
45200,"Campestre Las Palomas",Zapopan
45200,Copalita,Zapopan
45200,Copalita,Zapopan
45200,"Coto San Francisco",Zapopan
45200,"Cristo Rey",Zapopan
45200,"El Álamo",Zapopan
45200,"El Húmedo de Nextipac",Zapopan
45200,"El Mesón de Cópala",Zapopan
45200,"El Quemado",Zapopan
45200,Estrada,Zapopan
45200,"Hacienda Cópala",Zapopan
45200,"Hacienda las Palomas",Zapopan
45200,"Haciendas de Zapopan",Zapopan
45200,"Jardines de las Fuentes",Zapopan
45200,"La Cima",Zapopan
45200,"La Cuchilla (Extramuros de Tesistán)",Zapopan
45200,"La Cúspide",Zapopan
45200,"La Joyita",Zapopan
45200,"La Magdalena",Zapopan
45200,"Lago Real",Zapopan
45200,"Las Agujas",Zapopan
45200,"Las Fuentecillas",Zapopan
45200,"Las Golondrinas",Zapopan
45200,"Loma Chica",Zapopan
